package_name,weekly_downloads
@hapi/b64,177754
@types/styled-jsx,177692
chai-nightwatch,177679
@babel/plugin-proposal-pipeline-operator,177601
react-timer-mixin,177524
is-error,177301
app-module-path,177105
loggly,177027
@hapi/podium,176831
devalue,176761
vuedraggable,176659
rollup-plugin-sourcemaps,176656
lodash._slice,176613
lodash.support,176571
@babel/plugin-proposal-do-expressions,176563
lodash._setbinddata,176555
lodash._basecreatecallback,176552
jsonc-parser,176528
lodash._basebind,176521
@storybook/source-loader,176482
lodash._basecreatewrapper,176425
@types/asap,176421
vue-functional-data-merge,176369
ts-essentials,176107
statehood,176088
ngx-bootstrap,176018
subtext,175923
@types/inquirer,175818
@storybook/addon-storysource,175629
acorn-es7-plugin,175590
doiuse,175585
calculate-cache-key-for-tree,175576
glob-slash,175469
eslint-friendly-formatter,175425
@types/d3-geo,175383
ldjson-stream,175348
contentful,175186
p-filter,175018
echarts,174781
iron,174746
domotz-remote-pawn,174727
json-schema-typed,174714
gettext-parser,174652
@types/pg-types,174640
jsdoctypeparser,174582
disposables,174524
broccoli-node-info,174449
common-path-prefix,174407
i18n,174401
taskgroup,174271
toxic,173973
datatables.net,173926
@types/d3-timer,173829
card-validator,173793
catbox,173738
@types/morgan,173727
resolve-pkg,173662
path-posix,173621
level-errors,173620
catbox-memory,173551
immutable-tuple,173524
glob-slasher,173462
@types/d3-collection,173365
analytics-node,173354
date-utils,173243
accounting,173187
domready,173173
@types/domhandler,173043
cli-table2,173041
@types/d3-dsv,172950
@hapi/catbox,172904
ansi-green,172797
@types/hapi__joi,172736
lottie-web,172714
ltcdr,172672
ava,172557
eslint-plugin-lodash,172543
xml-js,172519
@types/d3-zoom,172461
winston-daily-rotate-file,172249
@types/d3-force,172056
@hapi/ammo,172022
@restart/hooks,171898
abortcontroller-polyfill,171858
@hapi/accept,171842
qrcode,171752
load-grunt-tasks,171697
math-interval-parser,171660
shot,171639
mdast-util-toc,171603
@hapi/catbox-memory,171601
koa-send,171567
jsonfilter,171332
css-rule-stream,171316
@types/d3-voronoi,171294
@hapi/heavy,171214
sitemap,171211
director,171177
css-tokenize,171136
@hapi/statehood,171108
testcafe-legacy-api,171052
azure-storage,170991
broccoli-concat,170846
i18next-xhr-backend,170828
@types/cookie-parser,170820
pez,170798
@types/d3-drag,170619
vise,170588
@hapi/subtext,170568
potrace,170557
rifm,170458
multistream,170339
memory-streams,170329
connect-livereload,170313
@types/d3-dispatch,170312
react-clone-referenced-element,170280
@bugsnag/js,170153
nigel,170111
content,170106
@hapi/somever,170082
xml-escape,170076
@types/d3-brush,170047
@types/isomorphic-fetch,169953
@vue/cli-plugin-unit-jest,169760
stylelint-processor-styled-components,169708
react-jss,169660
connect-redis,169655
@mapbox/jsonlint-lines-primitives,169639
@types/debounce,169547
@hapi/pez,169466
is-git-url,169435
ltgt,169414
join-component,169315
theming,169286
@storybook/addon-options,169203
@semantic-release/commit-analyzer,169162
success-symbol,169160
jsonp,169151
@hapi/nigel,169082
@hapi/vise,169050
mimos,169018
@atlaskit/type-helpers,169017
dot,169003
@types/d3-quadtree,168876
logkitty,168857
react-responsive,168833
forever-monitor,168822
@types/d3-chord,168775
eslint-plugin-react-native-globals,168740
@types/query-string,168712
url-polyfill,168708
@types/d3-random,168646
@hapi/content,168601
@types/d3-polygon,168558
esotope-hammerhead,168410
@graphql-toolkit/common,168394
hex2dec,168368
log-ok,168235
@segment/loosely-validate-event,168212
idtoken-verifier,168068
@dsherret/to-absolute-glob,167872
sequelize-cli,167828
react-infinite-scroller,167812
lodash.topairs,167773
match-url-wildcard,167647
loadjs,167586
forever,167574
three,167531
@types/http-proxy-middleware,167484
unix-crypt-td-js,167378
@apollo/react-testing,167363
hubot-diagnostics,167350
postcss-modules,167319
yaml-js,167306
@atlaskit/portal,167216
@types/bootstrap,167078
join-path,167078
zxcvbn,167053
fraction.js,167024
serverless-offline,166758
csvtojson,166737
cordova-common,166735
@material-ui/pickers,166594
strip-color,166548
color-diff,166512
react-docgen-typescript-loader,166370
zrender,166298
babel-plugin-espower,166178
broccoli-rollup,166160
cssfontparser,166138
@fortawesome/free-regular-svg-icons,166114
acorn-hammerhead,166073
cwise-compiler,166004
lodash.forown,165909
typed-function,165817
nuxt,165738
openapi-types,165713
react-dom-factories,165624
auth0-js,165547
firebase-tools,165494
stream-to-array,165470
wrench,165428
react-waypoint,165351
postcss-import-resolver,165332
react-navigation-drawer,165304
intl-pluralrules,165287
babel-plugin-require-context-hook,165185
sauce-connect-launcher,165103
commitizen,165039
@nestjs/common,165002
hast-util-whitespace,164828
@wdio/utils,164770
os-family,164745
section-matter,164686
tcomb-validation,164594
mqtt,164582
is-interactive,164432
benchmark,164279
glamor,164129
@turf/distance,164051
lodash.groupby,164024
dd-trace,164000
superstatic,163974
stylelint-config-styled-components,163912
testcafe-reporter-xunit,163906
lodash._baseindexof,163887
bin-v8-flags-filter,163655
jsx-to-string,163536
observable-to-promise,163469
testcafe-reporter-json,163446
winchan,163334
replicator,163276
velocityjs,163237
promisify-event,163141
webfontloader,163082
accord,163079
resolve-package-path,163033
scope-analyzer,163032
hogan.js,163024
@types/error-stack-parser,162991
body-scroll-lock,162986
gatsby-image,162920
apache-md5,162790
username-sync,162748
hat,162697
testcafe-reporter-spec,162677
vscode-nls,162669
testcafe-reporter-minimal,162662
testcafe-reporter-list,162658
lightercollective,162648
connect-query,162630
heimdalljs-logger,162583
@snyk/ruby-semver,162548
@types/shallowequal,162534
estree-is-function,162509
redux-immutable,162490
jest-dom,162466
@semantic-release/release-notes-generator,162238
nash,162219
extendr,162183
lodash.partial,162126
crypto-md5,161948
JSONSelect,161933
ast-traverse,161901
time-limit-promise,161847
compare-semver,161845
webauth,161798
read-file-relative,161697
@types/got,161607
flat-arguments,161597
dijkstrajs,161565
@ava/babel-preset-transform-test-files,161565
img-loader,161488
eslint-import-resolver-typescript,161461
which-promise,161406
redux-devtools-instrument,161264
chrome-emulated-devices-list,161264
endpoint-utils,161259
map-reverse,161185
is-valid-app,161097
@types/helmet,161070
linux-platform-info,161056
@ava/babel-preset-stage-4,161046
adal-node,160993
ansi-yellow,160985
ndarray-pack,160981
react-lazyload,160920
intl-locales-supported,160907
log-update-async-hook,160885
@semantic-release/error,160778
dag-map,160605
element-ui,160603
gulp-less,160585
pikaday,160554
flux,160419
ember-cli,160339
semantic-release,160145
grunt-contrib-cssmin,160078
ember-cli-lodash-subset,160045
lodash._createcache,159625
testem,159619
metro-memory-fs,159612
@types/recompose,159594
lodash._cacheindexof,159585
react-native-reanimated,159481
clipboard-copy,159273
ng-annotate,159236
matchmediaquery,159147
@fortawesome/free-brands-svg-icons,159098
keymirror,159094
gulp-load-plugins,159026
@graphql-toolkit/schema-merging,158892
bourne,158799
@nuxtjs/youch,158694
@types/ioredis,158682
web3,158662
ansi-escape-sequences,158571
https,158559
complex.js,158526
@ava/babel-plugin-throws-helper,158506
@ngtools/json-schema,158474
babel-plugin-import,158434
lookup-closest-locale,158393
jsonld,158340
write-file-webpack-plugin,158322
remove-trailing-slash,157998
@turf/bbox,157869
connect-timeout,157867
react-native-animatable,157856
vue-no-ssr,157777
async-promise-queue,157569
@types/webpack-dev-server,157526
async-disk-cache,157517
start-server-and-test,157494
@hapi/hapi,157307
focus-trap-react,157117
grunt-contrib-jshint,157072
moment-locales-webpack-plugin,157045
autobind-decorator,156814
validate.js,156782
flatiron,156761
@mdx-js/loader,156722
react-window,156705
@react-native-community/async-storage,156646
@types/handlebars,156593
react-ace,156585
@firebase/remote-config,156507
rgbcolor,156428
@nestjs/core,156349
node-watch,156220
patch-package,156205
to-snake-case,156200
node-source-walk,156091
shush,156052
@graphql-codegen/typescript-react-apollo,156030
contentful-resolve-response,155783
tslint-loader,155569
jss-extend,155557
@snyk/snyk-cocoapods-plugin,155472
@snyk/cocoapods-lockfile-parser,155463
google-maps-infobox,155348
react-number-format,155332
stringifier,155283
@semantic-release/npm,155263
@types/lru-cache,155169
@hapi/mimos,155074
mqtt-packet,154803
broccoli-debug,154773
builder-util-runtime,154770
@opencensus/propagation-stackdriver,154580
gatsby-transformer-sharp,154522
babel-plugin-transform-for-of-as-array,154400
io-ts,154375
react-app-rewired,154375
@nuxt/cli,154337
@nuxt/core,154322
pad,154295
jest-extended,154286
tedious,154232
@nuxt/vue-renderer,154230
semantic-ui-react,154212
indx,154122
@types/continuation-local-storage,154109
@types/terser-webpack-plugin,154067
@nuxt/config,154058
react-google-maps,154039
@nuxt/server,153988
apollo-server,153896
@nuxt/webpack,153860
babel-plugin-react-require,153820
@nuxt/babel-preset-app,153757
@types/sinon-chai,153734
es6-promise-pool,153708
@nuxt/builder,153662
@nuxt/vue-app,153573
jss-expand,153472
tippy.js,153418
@nuxt/generator,153372
webpack-stream,153318
ember-concurrency,153215
@nuxt/utils,153206
charset,153196
lodash.truncate,153180
jison-lex,153176
lodash.shuffle,153121
string.prototype.repeat,153104
webpack-external-import,153081
symlink-or-copy,153002
react-native-device-info,152845
svg-baker,152786
moment-duration-format-commonjs,152730
ansi-fragments,152667
lodash-webpack-plugin,152610
route-recognizer,152602
gatsby-plugin-manifest,152543
lex-parser,152528
ebnf-parser,152497
@babel/plugin-proposal-logical-assignment-operators,152379
@zeit/next-css,152297
heroku-client,152119
power-assert-renderer-diagram,152117
@babel/plugin-syntax-logical-assignment-operators,152053
rfc6902,152006
power-assert-util-string-width,151984
power-assert-renderer-assertion,151980
mktemp,151978
power-assert-context-formatter,151961
power-assert-context-traversal,151948
flow-typed,151868
@firebase/analytics,151815
quick-temp,151799
unidecode,151772
http-auth,151673
canvg,151673
sourcemap-validator,151498
jest-preset-angular,151310
power-assert-renderer-base,151266
aes-js,151036
react-display-name,150916
cssnano-preset-simple,150915
mobx-react-lite,150857
react-swipeable,150839
@semantic-release/github,150837
jison,150680
@types/redux-mock-store,150626
ignorepatterns,150565
vasync,150383
@firebase/remote-config-types,150345
chroma-js,150303
newman,150285
markerwithlabel,150056
koa-static,150044
power-assert-renderer-comparison,150029
@types/connect-history-api-fallback,149954
power-assert-renderer-file,149913
power-assert-context-reducer-ast,149889
hipchat-notifier,149865
ignorefs,149773
iterare,149695
jodid25519,149625
broccoli-middleware,149611
junit-report-builder,149559
progress-bar-webpack-plugin,149463
@mapbox/geojson-types,149421
power-assert-formatter,149402
@nuxtjs/opencollective,149358
watchr,149097
postman-collection,149069
@types/color-convert,149019
html,149005
screenfull,148984
power-assert,148915
babel-plugin-react-intl,148906
@types/storybook__addon-actions,148865
ember-cli-normalize-entity-name,148856
extracted-loader,148833
coalescy,148798
empower,148725
cssnano-simple,148696
apache-crypt,148685
ordered-ast-traverse,148583
ordered-esprima-props,148551
postman-request,148460
reinterval,148316
@types/chai-as-promised,148288
heap,148188
popsicle,148124
jss-template,148097
@types/luxon,148033
bulma,147902
browserify-mime,147901
ansi-magenta,147815
ansi-grey,147753
stream-length,147707
json-schema-faker,147696
react-swipeable-views-utils,147679
csv-streamify,147583
listify,147575
intel,147560
@types/fetch-mock,147543
@google-cloud/common-grpc,147454
react-swipeable-views-core,147442
react-swipeable-views,147427
babel-plugin-transform-object-assign,147357
utcstring,147354
dbug,147323
@atlaskit/select,147234
jquery-ujs,147234
fast-sourcemap-concat,147227
@concordance/react,147105
jsonlint-mod,147049
potpack,147037
ansi-bgred,147024
testcafe,147012
babel-plugin-filter-imports,147010
universal-deep-strict-equal,146999
purgecss,146899
array-to-sentence,146864
broccoli-filter,146842
react-paginate,146780
openapi-schema-validation,146767
snakecase-keys,146680
is-jquery-obj,146321
binary-search-bounds,146236
jsonschema-draft4,146213
json-edm-parser,146193
ansi-bold,146158
grpc-gcp,146110
scandirectory,146081
bit-twiddle,146054
ansi-underline,146017
warning-symbol,145902
get-size,145856
regenerator,145851
@firebase/analytics-types,145799
@types/atob,145767
nerf-dart,145716
ansi-bgblack,145652
ansi-bgblue,145647
ansi-bgcyan,145638
ansi-bggreen,145636
ansi-bgyellow,145633
ansi-dim,145630
ansi-bgmagenta,145628
ansi-black,145626
ansi-bgwhite,145622
ansi-blue,145620
ansi-inverse,145618
error-symbol,145604
ansi-hidden,145599
ansi-italic,145588
ansi-reset,145583
ansi-white,145570
ansi-strikethrough,145563
info-symbol,145542
@types/express-session,145398
require-precompiled,145398
console-ui,145351
ow,145283
@types/jwt-decode,145265
gulp-typescript,145169
@hapi/file,145124
spin.js,145112
jsrsasign,145061
requireg,144894
pusher-js,144845
postman-sandbox,144843
postman-runtime,144816
postcss-functions,144752
csextends,144708
vow,144625
code-excerpt,144523
conventional-changelog-jscs,144491
merge-class-names,144444
speedline-core,144406
vinyl-source-stream,144401
express-validator,144381
docopt,144343
bops,144271
mock-fs,144081
@nuxt/friendly-errors-webpack-plugin,144047
ngx-toastr,144043
promise-map-series,144016
vhost,143935
util-inspect,143848
ember-cli-preprocess-registry,143800
heroku-cli-util,143738
@nuxt/loading-screen,143669
